OrderID,SupplierID,ProductID,OrderDate,Warehouse,Quantity,UnitPrice,Amount,PaymentStatus
4604,90,31,2025-10-03,Ostrava Warehouse,105,2753,289065,Paid
4605,141,43,2025-08-28,Plzen Warehouse,131,640,83840,Paid
4606,145,77,2023-10-09,Prague Warehouse,146,2311,337406,Overdue
4607,166,48,2023-12-02,Prague Warehouse,80,2796,223680,Paid
4608,337,82,2024-01-31,Brno Warehouse,117,1658,193986,Paid
4609,496,81,2024-04-08,Brno Warehouse,1,230,230,Pending
4610,78,81,2023-03-08,Olomouc Warehouse,117,2843,332631,Overdue
4611,429,61,2025-04-16,Ostrava Warehouse,128,4699,601472,Pending
4612,262,75,2023-01-31,Brno Warehouse,26,3920,101920,Overdue
4613,163,84,2024-07-06,Ostrava Warehouse,180,2331,419580,Pending
4614,366,10,2025-04-25,Prague Warehouse,12,925,11100,Paid
4615,14,29,2024-03-31,Liberec Warehouse,38,2818,107084,Paid
4616,239,48,2024-02-20,Prague Warehouse,85,1122,95370,Paid
4617,72,98,2024-02-23,Pardubice Warehouse,169,2701,456469,Paid
4618,445,81,2023-05-16,Ostrava Warehouse,53,4326,229278,Paid
4619,143,62,2023-12-29,Ostrava Warehouse,13,796,10348,Overdue
4620,310,13,2025-06-18,Olomouc Warehouse,128,1137,145536,Paid
4621,283,44,2025-09-30,Pardubice Warehouse,76,913,69388,Pending
4622,269,47,2024-10-27,Hradec Kralove Warehouse,13,3937,51181,Pending
4623,241,64,2025-07-26,Ostrava Warehouse,146,758,110668,Paid
4624,415,91,2024-05-20,Prague Warehouse,147,2527,371469,Overdue
4625,245,53,2025-05-25,Pardubice Warehouse,147,1183,173901,Pending
4626,163,90,2025-04-09,Prague Warehouse,198,3074,608652,Paid
4627,60,92,2023-03-27,Liberec Warehouse,48,1283,61584,Pending
4628,6,77,2025-02-18,Olomouc Warehouse,199,2724,542076,Paid
4629,197,76,2024-10-02,Ceske Budejovice Warehouse,71,2832,201072,Paid
4630,470,44,2025-03-18,Ceske Budejovice Warehouse,156,2097,327132,Paid
4631,58,28,2025-12-11,Prague Warehouse,92,2111,194212,Pending
4632,305,2,2023-03-20,Plzen Warehouse,147,1348,198156,Pending
4633,407,57,2025-12-02,Prague Warehouse,86,3836,329896,Paid
4634,217,57,2023-08-12,Prague Warehouse,83,2513,208579,Paid
4635,418,34,2025-07-13,Ostrava Warehouse,48,4443,213264,Paid
4636,26,87,2025-07-24,Prague Warehouse,29,111,3219,Paid
4637,303,58,2023-03-28,Olomouc Warehouse,176,2110,371360,Paid
4638,5,52,2024-05-18,Hradec Kralove Warehouse,19,3707,70433,Overdue
4639,474,29,2025-11-28,Ostrava Warehouse,99,836,82764,Overdue
4640,20,35,2025-03-21,Brno Warehouse,47,609,28623,Paid
4641,390,75,2023-03-22,Pardubice Warehouse,89,1368,121752,Paid
4642,198,48,2025-03-04,Pardubice Warehouse,60,4366,261960,Pending
4643,59,33,2025-11-23,Olomouc Warehouse,176,4916,865216,Pending
4644,448,75,2023-04-11,Plzen Warehouse,148,3142,465016,Paid
4645,242,73,2024-01-24,Pardubice Warehouse,147,1158,170226,Paid
4646,146,78,2024-08-19,Prague Warehouse,42,4400,184800,Overdue
4647,388,9,2025-06-19,Hradec Kralove Warehouse,77,989,76153,Paid
4648,273,48,2025-03-26,Hradec Kralove Warehouse,76,3052,231952,Overdue
4649,249,67,2024-09-15,Pardubice Warehouse,177,3437,608349,Overdue
4650,14,93,2024-08-08,Brno Warehouse,143,3781,540683,Paid
4651,462,83,2025-08-02,Pardubice Warehouse,188,2844,534672,Overdue
4652,13,36,2023-12-07,Ostrava Warehouse,68,4945,336260,Paid
4653,391,96,2025-05-15,Plzen Warehouse,79,1608,127032,Paid
4654,384,71,2024-08-25,Pardubice Warehouse,155,3437,532735,Paid
4655,44,92,2023-04-22,Prague Warehouse,75,3133,234975,Paid
4656,375,44,2025-11-24,Brno Warehouse,183,1867,341661,Paid
4657,399,82,2023-10-19,Liberec Warehouse,87,1232,107184,Paid
4658,19,60,2025-08-07,Liberec Warehouse,15,1301,19515,Paid
4659,63,63,2025-07-14,Pardubice Warehouse,180,348,62640,Paid
4660,491,5,2023-07-05,Prague Warehouse,159,1995,317205,Pending
4661,239,87,2025-10-22,Olomouc Warehouse,90,329,29610,Paid
4662,492,86,2023-08-20,Prague Warehouse,7,2775,19425,Pending
4663,419,90,2024-01-04,Liberec Warehouse,13,1384,17992,Paid
4664,337,76,2023-10-05,Brno Warehouse,182,2975,541450,Paid
4665,419,40,2025-03-16,Olomouc Warehouse,13,420,5460,Paid
4666,403,19,2025-04-26,Ostrava Warehouse,148,127,18796,Paid
4667,404,47,2024-10-24,Zlin Warehouse,10,2998,29980,Paid
4668,100,65,2025-07-12,Plzen Warehouse,124,609,75516,Paid
4669,163,67,2023-02-21,Plzen Warehouse,180,740,133200,Paid
4670,416,91,2024-01-02,Brno Warehouse,165,4736,781440,Paid
4671,122,18,2025-07-18,Olomouc Warehouse,180,3350,603000,Paid
4672,432,50,2024-02-18,Ostrava Warehouse,126,3847,484722,Pending
4673,44,30,2025-07-20,Prague Warehouse,27,2819,76113,Paid
4674,360,66,2023-07-04,Plzen Warehouse,162,4003,648486,Paid
4675,408,5,2024-05-27,Pardubice Warehouse,100,1411,141100,Paid
4676,317,93,2024-10-25,Brno Warehouse,190,3436,652840,Overdue
4677,381,97,2023-12-02,Brno Warehouse,16,1590,25440,Paid
4678,145,42,2023-09-11,Plzen Warehouse,59,1518,89562,Paid
4679,327,84,2023-07-06,Liberec Warehouse,21,1558,32718,Pending
4680,363,94,2023-08-22,Brno Warehouse,16,3559,56944,Paid
4681,50,5,2025-07-09,Hradec Kralove Warehouse,13,2667,34671,Pending
4682,65,50,2025-01-13,Ceske Budejovice Warehouse,33,1437,47421,Paid
4683,355,85,2023-06-24,Prague Warehouse,182,3792,690144,Pending
4684,288,58,2025-12-08,Brno Warehouse,69,4709,324921,Pending
4685,164,79,2025-02-25,Olomouc Warehouse,155,3181,493055,Paid
4686,141,84,2025-11-13,Hradec Kralove Warehouse,52,446,23192,Pending
4687,454,8,2023-11-24,Olomouc Warehouse,65,216,14040,Paid
4688,314,31,2025-02-14,Ostrava Warehouse,44,2558,112552,Pending
4689,128,12,2025-02-18,Prague Warehouse,158,1520,240160,Paid
4690,398,21,2023-03-31,Ostrava Warehouse,151,1954,295054,Paid
4691,421,94,2023-12-16,Plzen Warehouse,79,3182,251378,Paid
4692,368,62,2024-11-17,Brno Warehouse,16,1731,27696,Paid
4693,463,91,2023-11-04,Ostrava Warehouse,183,2099,384117,Paid
4694,239,90,2023-11-29,Prague Warehouse,18,2245,40410,Paid
4695,324,33,2023-10-24,Ostrava Warehouse,17,4477,76109,Paid
4696,296,26,2024-01-02,Prague Warehouse,52,906,47112,Paid
4697,187,90,2023-04-16,Prague Warehouse,173,1791,309843,Paid
4698,208,100,2025-05-09,Pardubice Warehouse,56,2804,157024,Paid
4699,220,40,2024-09-22,Prague Warehouse,93,3535,328755,Overdue
4700,400,65,2024-09-25,Plzen Warehouse,182,310,56420,Paid
4701,190,59,2025-07-02,Prague Warehouse,9,1790,16110,Paid
4702,388,15,2024-08-14,Brno Warehouse,145,1877,272165,Paid
4703,429,1,2024-01-06,Brno Warehouse,27,3247,87669,Paid
4704,346,11,2023-08-29,Prague Warehouse,37,2599,96163,Pending
4705,284,55,2023-09-27,Prague Warehouse,22,786,17292,Paid
4706,352,2,2024-02-20,Pardubice Warehouse,72,2770,199440,Paid
4707,237,65,2023-01-08,Prague Warehouse,195,1029,200655,Overdue
4708,194,95,2024-06-02,Prague Warehouse,166,4213,699358,Paid
4709,287,44,2023-01-26,Liberec Warehouse,99,1414,139986,Paid
4710,259,16,2025-07-28,Brno Warehouse,72,2933,211176,Paid
4711,246,22,2025-10-16,Olomouc Warehouse,172,1873,322156,Paid
4712,136,18,2025-10-18,Prague Warehouse,123,2345,288435,Pending
4713,280,47,2023-01-12,Brno Warehouse,91,1285,116935,Overdue
4714,271,81,2025-10-07,Plzen Warehouse,36,2564,92304,Pending
4715,171,30,2024-05-02,Zlin Warehouse,98,483,47334,Pending
4716,159,10,2024-03-20,Prague Warehouse,153,4023,615519,Overdue
4717,201,99,2025-09-01,Brno Warehouse,42,1621,68082,Pending
4718,487,58,2025-07-18,Prague Warehouse,111,1079,119769,Paid
4719,45,62,2025-04-19,Prague Warehouse,13,4277,55601,Paid
4720,450,85,2025-06-23,Ceske Budejovice Warehouse,184,3710,682640,Paid
4721,264,80,2023-06-12,Prague Warehouse,79,3370,266230,Paid
4722,71,6,2023-01-14,Pardubice Warehouse,118,2053,242254,Paid
4723,364,67,2024-05-16,Prague Warehouse,179,1584,283536,Pending
4724,371,41,2024-07-23,Pardubice Warehouse,178,983,174974,Paid
4725,103,43,2024-03-01,Ostrava Warehouse,52,2627,136604,Paid
4726,490,85,2023-04-11,Pardubice Warehouse,161,4923,792603,Paid
4727,125,77,2024-01-14,Prague Warehouse,95,223,21185,Paid
4728,313,18,2023-10-31,Liberec Warehouse,153,625,95625,Paid
4729,464,58,2023-04-23,Olomouc Warehouse,112,2186,244832,Paid
4730,483,60,2024-12-15,Ostrava Warehouse,58,2255,130790,Pending
4731,286,88,2023-03-17,Liberec Warehouse,168,1476,247968,Pending
4732,458,27,2023-10-25,Plzen Warehouse,87,4506,392022,Paid
4733,230,68,2023-03-08,Pardubice Warehouse,166,3561,591126,Paid
4734,146,22,2024-09-03,Brno Warehouse,3,4235,12705,Pending
4735,370,24,2024-11-09,Plzen Warehouse,116,4976,577216,Paid
4736,197,40,2023-06-29,Pardubice Warehouse,16,680,10880,Paid
4737,373,74,2023-04-11,Prague Warehouse,130,2093,272090,Paid
4738,221,66,2023-08-12,Ostrava Warehouse,23,4625,106375,Paid
4739,423,40,2025-05-03,Hradec Kralove Warehouse,98,4035,395430,Overdue
4740,60,6,2024-01-01,Ostrava Warehouse,158,556,87848,Paid
4741,98,18,2023-11-27,Brno Warehouse,10,2900,29000,Paid
4742,171,81,2024-08-05,Brno Warehouse,65,1551,100815,Paid
4743,382,87,2023-12-30,Ceske Budejovice Warehouse,22,303,6666,Pending
4744,173,30,2025-07-21,Hradec Kralove Warehouse,52,2926,152152,Paid
4745,151,21,2025-01-07,Hradec Kralove Warehouse,111,4313,478743,Paid
4746,453,62,2023-03-15,Olomouc Warehouse,184,1952,359168,Paid
4747,350,10,2023-07-10,Ostrava Warehouse,161,3565,573965,Pending
4748,390,13,2024-09-04,Prague Warehouse,80,4145,331600,Pending
4749,440,76,2024-10-23,Prague Warehouse,158,2543,401794,Overdue
4750,122,9,2025-01-24,Prague Warehouse,152,2152,327104,Paid
4751,494,68,2025-02-15,Prague Warehouse,133,4703,625499,Paid
4752,108,39,2023-05-19,Pardubice Warehouse,53,2292,121476,Pending
4753,4,24,2025-05-25,Liberec Warehouse,183,2809,514047,Pending
4754,93,34,2023-05-13,Ostrava Warehouse,23,1282,29486,Paid
4755,407,61,2024-08-22,Zlin Warehouse,106,2928,310368,Paid
4756,6,41,2025-08-22,Hradec Kralove Warehouse,91,1058,96278,Paid
4757,288,5,2023-10-03,Plzen Warehouse,119,4174,496706,Paid
4758,106,79,2023-09-07,Ostrava Warehouse,138,2158,297804,Pending
4759,146,50,2024-07-16,Prague Warehouse,120,168,20160,Paid
4760,271,4,2024-11-05,Ostrava Warehouse,161,1737,279657,Pending
4761,424,51,2025-12-15,Prague Warehouse,93,301,27993,Paid
4762,378,52,2025-04-27,Brno Warehouse,62,365,22630,Paid
4763,96,39,2025-12-10,Hradec Kralove Warehouse,82,3225,264450,Paid
4764,457,8,2024-03-05,Brno Warehouse,155,338,52390,Paid
4765,229,45,2024-03-04,Prague Warehouse,7,390,2730,Overdue
4766,202,88,2023-04-30,Plzen Warehouse,100,3494,349400,Paid
4767,212,28,2023-08-12,Plzen Warehouse,155,1908,295740,Paid
4768,6,27,2025-12-19,Prague Warehouse,74,2189,161986,Paid
4769,112,65,2023-06-29,Prague Warehouse,138,1054,145452,Paid
4770,376,34,2025-09-17,Zlin Warehouse,57,4828,275196,Paid
4771,379,81,2024-08-11,Brno Warehouse,30,2030,60900,Paid
4772,447,62,2025-05-24,Pardubice Warehouse,3,4180,12540,Paid
4773,323,62,2024-10-10,Ostrava Warehouse,157,383,60131,Paid
4774,106,38,2024-06-15,Ostrava Warehouse,14,906,12684,Paid
4775,139,26,2025-12-12,Brno Warehouse,77,2006,154462,Paid
4776,299,24,2024-12-25,Liberec Warehouse,83,2776,230408,Paid
4777,401,39,2023-09-23,Ceske Budejovice Warehouse,153,3671,561663,Overdue
4778,96,21,2025-10-13,Brno Warehouse,138,4771,658398,Paid
4779,388,94,2025-11-30,Prague Warehouse,79,3859,304861,Paid
4780,447,47,2025-10-16,Prague Warehouse,177,4169,737913,Paid
4781,452,48,2025-10-05,Liberec Warehouse,38,1718,65284,Paid
4782,337,13,2024-01-04,Ostrava Warehouse,199,908,180692,Pending
4783,297,3,2024-04-21,Prague Warehouse,142,3886,551812,Overdue
4784,467,32,2024-08-17,Brno Warehouse,158,1041,164478,Paid
4785,389,35,2024-02-01,Ostrava Warehouse,40,139,5560,Paid
4786,416,19,2023-01-04,Pardubice Warehouse,140,1438,201320,Paid
4787,214,14,2023-08-31,Plzen Warehouse,142,4752,674784,Paid
4788,454,48,2023-02-19,Prague Warehouse,129,1421,183309,Pending
4789,291,86,2025-08-10,Prague Warehouse,68,1754,119272,Paid
4790,22,81,2023-08-30,Brno Warehouse,49,3168,155232,Paid
4791,193,68,2024-02-29,Prague Warehouse,18,4838,87084,Paid
4792,468,45,2025-04-29,Liberec Warehouse,164,494,81016,Overdue
4793,150,19,2025-04-27,Brno Warehouse,64,891,57024,Pending
4794,368,64,2023-04-04,Brno Warehouse,96,3733,358368,Pending
4795,247,66,2024-11-14,Ostrava Warehouse,28,2044,57232,Paid
4796,267,79,2024-12-17,Olomouc Warehouse,160,843,134880,Pending
4797,461,66,2024-03-10,Ostrava Warehouse,25,4472,111800,Paid
4798,251,75,2023-01-24,Liberec Warehouse,175,293,51275,Paid
4799,490,45,2024-02-17,Plzen Warehouse,148,4374,647352,Paid
4800,3,87,2024-07-30,Liberec Warehouse,161,3997,643517,Overdue
4801,393,74,2024-06-05,Olomouc Warehouse,30,317,9510,Paid
4802,316,67,2023-05-19,Prague Warehouse,165,3682,607530,Pending
4803,76,69,2024-09-22,Prague Warehouse,181,4752,860112,Paid
4804,87,3,2024-09-06,Ceske Budejovice Warehouse,102,3590,366180,Pending
4805,270,38,2025-11-03,Hradec Kralove Warehouse,117,2915,341055,Paid
4806,225,77,2024-10-25,Olomouc Warehouse,106,4003,424318,Overdue
4807,18,42,2023-01-13,Olomouc Warehouse,74,4023,297702,Paid
4808,113,83,2023-08-22,Brno Warehouse,69,1885,130065,Paid
4809,251,40,2024-11-13,Ostrava Warehouse,8,4272,34176,Paid
4810,233,50,2024-11-30,Zlin Warehouse,123,4794,589662,Paid
4811,329,35,2025-03-22,Pardubice Warehouse,97,3933,381501,Paid
4812,279,24,2023-03-01,Brno Warehouse,101,1282,129482,Paid
4813,202,88,2023-12-26,Brno Warehouse,1,623,623,Paid
4814,83,17,2024-02-02,Ostrava Warehouse,95,3396,322620,Pending
4815,125,40,2024-11-07,Brno Warehouse,7,4579,32053,Paid
4816,175,74,2024-11-23,Brno Warehouse,62,468,29016,Paid
4817,69,66,2025-09-08,Plzen Warehouse,111,4483,497613,Paid
4818,47,44,2025-08-29,Prague Warehouse,87,498,43326,Overdue
4819,372,23,2023-03-14,Liberec Warehouse,186,2251,418686,Pending
4820,256,6,2023-10-06,Olomouc Warehouse,87,3980,346260,Paid
4821,215,66,2025-09-13,Pardubice Warehouse,123,226,27798,Pending
4822,30,21,2023-11-15,Pardubice Warehouse,8,2187,17496,Paid
4823,281,35,2025-08-01,Ostrava Warehouse,64,3243,207552,Paid
4824,412,29,2024-11-17,Liberec Warehouse,136,1870,254320,Paid
4825,482,7,2025-08-05,Ostrava Warehouse,131,4153,544043,Pending
4826,237,93,2025-04-27,Hradec Kralove Warehouse,127,346,43942,Overdue
4827,248,53,2023-04-25,Prague Warehouse,186,3418,635748,Overdue
4828,368,37,2025-12-03,Ceske Budejovice Warehouse,127,2181,276987,Paid
4829,495,23,2024-09-05,Brno Warehouse,160,2157,345120,Paid
4830,25,97,2024-10-08,Prague Warehouse,116,3089,358324,Paid
4831,74,8,2023-02-08,Ostrava Warehouse,196,3697,724612,Paid
4832,206,76,2024-03-02,Plzen Warehouse,49,439,21511,Paid
4833,490,48,2024-11-10,Brno Warehouse,166,2828,469448,Pending
4834,494,10,2024-12-25,Ostrava Warehouse,130,1691,219830,Paid
4835,314,79,2023-05-16,Liberec Warehouse,127,3261,414147,Paid
4836,94,24,2023-11-02,Brno Warehouse,137,1408,192896,Paid
4837,375,90,2024-07-28,Plzen Warehouse,46,4729,217534,Overdue
4838,127,47,2023-03-05,Brno Warehouse,65,3438,223470,Paid
4839,425,53,2024-11-25,Ostrava Warehouse,177,2798,495246,Paid
4840,25,39,2025-02-07,Plzen Warehouse,157,3223,506011,Paid
4841,334,67,2025-12-30,Brno Warehouse,90,2397,215730,Paid
4842,355,66,2023-12-06,Zlin Warehouse,29,2153,62437,Paid
4843,116,6,2025-03-08,Ostrava Warehouse,33,1609,53097,Paid
4844,48,21,2024-01-19,Pardubice Warehouse,28,3907,109396,Paid
4845,226,73,2023-08-28,Olomouc Warehouse,95,112,10640,Paid
4846,266,74,2024-09-23,Pardubice Warehouse,83,4134,343122,Pending
4847,99,36,2024-10-06,Prague Warehouse,112,1680,188160,Pending
4848,459,3,2023-03-06,Brno Warehouse,154,3533,544082,Paid
4849,11,88,2024-07-10,Ostrava Warehouse,114,4733,539562,Overdue
4850,85,86,2025-04-27,Pardubice Warehouse,29,2151,62379,Pending
4851,405,78,2023-06-27,Prague Warehouse,139,3976,552664,Paid
4852,214,42,2025-10-14,Zlin Warehouse,102,4917,501534,Paid
4853,173,45,2024-05-01,Prague Warehouse,162,1923,311526,Paid
4854,391,44,2025-01-31,Prague Warehouse,104,3530,367120,Pending
4855,209,91,2025-07-14,Prague Warehouse,48,2840,136320,Paid
4856,448,33,2024-09-11,Plzen Warehouse,155,1888,292640,Paid
4857,382,60,2024-03-18,Ceske Budejovice Warehouse,124,2052,254448,Paid
4858,64,86,2025-12-11,Brno Warehouse,168,2804,471072,Paid
4859,258,93,2024-09-11,Ostrava Warehouse,159,1051,167109,Pending
4860,332,83,2023-12-25,Prague Warehouse,193,4823,930839,Pending
4861,121,83,2023-08-18,Plzen Warehouse,167,3520,587840,Paid
4862,298,70,2025-02-05,Prague Warehouse,111,3127,347097,Paid
4863,466,83,2023-03-18,Ostrava Warehouse,24,3201,76824,Paid
4864,54,77,2024-02-18,Plzen Warehouse,196,4060,795760,Paid
4865,331,26,2023-07-09,Plzen Warehouse,23,3688,84824,Paid
4866,272,86,2025-06-27,Prague Warehouse,189,3945,745605,Pending
4867,241,21,2025-11-02,Prague Warehouse,155,1247,193285,Paid
4868,243,100,2023-02-21,Olomouc Warehouse,16,3617,57872,Paid
4869,18,2,2025-09-15,Liberec Warehouse,173,3158,546334,Paid
4870,483,47,2025-10-21,Ceske Budejovice Warehouse,27,1517,40959,Paid
4871,187,30,2023-11-12,Liberec Warehouse,133,4009,533197,Paid
4872,346,27,2024-01-25,Zlin Warehouse,187,4845,906015,Paid
4873,144,71,2024-11-27,Brno Warehouse,35,3789,132615,Paid
4874,262,20,2025-09-17,Brno Warehouse,198,2872,568656,Pending
4875,441,50,2025-12-08,Prague Warehouse,174,2928,509472,Paid
4876,364,95,2024-09-27,Ostrava Warehouse,56,2269,127064,Paid
4877,491,23,2024-11-01,Plzen Warehouse,127,2349,298323,Overdue
4878,431,13,2023-10-21,Liberec Warehouse,152,3958,601616,Paid
4879,239,81,2023-07-21,Brno Warehouse,138,1725,238050,Paid
4880,304,4,2025-11-23,Ostrava Warehouse,38,2849,108262,Paid
4881,298,14,2023-09-29,Plzen Warehouse,198,2705,535590,Pending
4882,76,20,2024-02-25,Ostrava Warehouse,176,1947,342672,Paid
4883,188,13,2023-03-16,Brno Warehouse,9,678,6102,Paid
4884,333,3,2025-07-29,Liberec Warehouse,178,1236,220008,Paid
4885,388,90,2025-03-04,Prague Warehouse,69,3510,242190,Paid
4886,487,90,2025-12-05,Ceske Budejovice Warehouse,176,3233,569008,Paid
4887,246,82,2023-08-26,Hradec Kralove Warehouse,167,2374,396458,Pending
4888,130,96,2023-01-09,Brno Warehouse,5,2321,11605,Paid
4889,474,78,2024-09-28,Brno Warehouse,84,1257,105588,Paid
4890,315,47,2023-04-01,Olomouc Warehouse,139,3958,550162,Paid
4891,411,3,2023-06-28,Ostrava Warehouse,60,1749,104940,Paid
4892,283,1,2024-11-13,Prague Warehouse,155,4764,738420,Paid
4893,79,90,2025-08-14,Ceske Budejovice Warehouse,135,4472,603720,Paid
4894,72,24,2023-04-05,Ostrava Warehouse,188,1686,316968,Overdue
4895,263,35,2023-07-31,Prague Warehouse,178,2058,366324,Pending
4896,191,14,2025-12-02,Ostrava Warehouse,67,2423,162341,Paid
4897,367,67,2024-10-01,Prague Warehouse,69,333,22977,Paid
4898,375,13,2023-02-16,Prague Warehouse,183,1365,249795,Paid
4899,430,47,2024-10-01,Ostrava Warehouse,77,131,10087,Overdue
4900,63,50,2024-03-05,Brno Warehouse,144,3538,509472,Pending
4901,488,78,2024-10-19,Plzen Warehouse,118,1471,173578,Paid
4902,380,85,2024-02-15,Zlin Warehouse,12,859,10308,Paid
4903,12,26,2024-01-30,Pardubice Warehouse,27,3303,89181,Pending
4904,141,3,2024-08-09,Prague Warehouse,161,1894,304934,Paid
4905,254,51,2024-07-20,Prague Warehouse,85,4988,423980,Overdue
4906,43,40,2025-12-26,Plzen Warehouse,108,861,92988,Overdue
4907,17,68,2024-10-15,Plzen Warehouse,55,4460,245300,Pending
4908,63,36,2025-06-22,Pardubice Warehouse,52,4180,217360,Paid
4909,253,51,2023-08-29,Plzen Warehouse,37,381,14097,Paid
4910,465,1,2024-07-12,Brno Warehouse,113,4171,471323,Paid
4911,376,33,2023-11-02,Ostrava Warehouse,120,4003,480360,Pending
4912,292,7,2023-11-19,Liberec Warehouse,15,4725,70875,Paid
4913,469,52,2024-07-14,Ceske Budejovice Warehouse,84,4155,349020,Paid
4914,8,11,2023-08-23,Brno Warehouse,83,915,75945,Paid
4915,325,27,2023-02-01,Ostrava Warehouse,65,4659,302835,Paid
4916,90,14,2025-11-18,Prague Warehouse,196,1570,307720,Overdue
4917,208,86,2023-07-29,Ostrava Warehouse,3,3387,10161,Overdue
4918,292,80,2024-02-28,Prague Warehouse,105,4359,457695,Pending
4919,284,46,2024-12-18,Hradec Kralove Warehouse,133,2685,357105,Overdue
4920,118,76,2024-10-14,Plzen Warehouse,137,610,83570,Paid
4921,349,10,2024-07-09,Pardubice Warehouse,129,654,84366,Paid
4922,175,24,2023-10-17,Zlin Warehouse,30,3805,114150,Paid
4923,76,61,2024-08-03,Prague Warehouse,71,1406,99826,Paid
4924,101,18,2024-05-16,Olomouc Warehouse,148,3242,479816,Paid
4925,414,86,2023-12-17,Ceske Budejovice Warehouse,93,358,33294,Pending
4926,151,9,2023-05-26,Plzen Warehouse,27,1324,35748,Paid
4927,400,17,2024-09-29,Plzen Warehouse,63,1765,111195,Pending
4928,270,58,2024-11-24,Brno Warehouse,81,1503,121743,Pending
4929,458,13,2025-06-27,Olomouc Warehouse,31,1965,60915,Paid
4930,71,50,2023-04-14,Brno Warehouse,147,865,127155,Paid
4931,493,6,2023-09-24,Ostrava Warehouse,114,164,18696,Pending
4932,180,85,2023-03-01,Prague Warehouse,102,3549,361998,Paid
4933,124,51,2025-08-22,Prague Warehouse,93,2805,260865,Pending
4934,381,36,2023-04-14,Prague Warehouse,190,295,56050,Paid
4935,293,71,2023-08-05,Prague Warehouse,135,1483,200205,Pending
4936,285,100,2025-02-24,Ostrava Warehouse,165,2535,418275,Pending
4937,195,25,2023-04-21,Prague Warehouse,71,4260,302460,Paid
4938,399,11,2023-06-26,Prague Warehouse,86,1550,133300,Paid
4939,228,44,2025-05-23,Liberec Warehouse,136,322,43792,Paid
4940,431,14,2025-03-13,Liberec Warehouse,185,541,100085,Paid
4941,430,29,2024-01-02,Liberec Warehouse,28,1537,43036,Pending
4942,436,74,2025-07-02,Ceske Budejovice Warehouse,82,3287,269534,Paid
4943,275,50,2024-12-29,Prague Warehouse,95,2467,234365,Pending
4944,461,5,2024-10-01,Prague Warehouse,17,4965,84405,Pending
4945,106,72,2024-11-11,Brno Warehouse,139,982,136498,Pending
4946,21,69,2024-02-10,Ceske Budejovice Warehouse,143,550,78650,Paid
4947,64,88,2025-12-28,Liberec Warehouse,158,842,133036,Paid
4948,165,57,2023-06-10,Brno Warehouse,95,1644,156180,Pending
4949,27,26,2025-08-11,Prague Warehouse,121,3450,417450,Pending
4950,311,6,2023-09-27,Plzen Warehouse,6,2929,17574,Paid
4951,500,16,2023-07-10,Brno Warehouse,12,2713,32556,Paid
4952,285,60,2025-08-17,Ostrava Warehouse,87,2015,175305,Paid
4953,148,100,2023-07-19,Hradec Kralove Warehouse,189,1348,254772,Pending
4954,281,12,2025-07-22,Plzen Warehouse,103,627,64581,Pending
4955,326,75,2024-09-27,Ceske Budejovice Warehouse,104,4919,511576,Paid
4956,319,3,2025-08-11,Brno Warehouse,164,340,55760,Paid
4957,164,63,2025-08-21,Plzen Warehouse,35,2242,78470,Paid
4958,386,64,2024-04-19,Ceske Budejovice Warehouse,67,464,31088,Pending
4959,406,62,2024-04-03,Plzen Warehouse,106,1308,138648,Pending
4960,224,6,2023-10-22,Plzen Warehouse,92,4220,388240,Pending
4961,272,19,2024-06-12,Olomouc Warehouse,63,2465,155295,Paid
4962,146,18,2025-01-14,Ceske Budejovice Warehouse,83,3061,254063,Paid
4963,453,80,2025-03-13,Prague Warehouse,168,4757,799176,Pending
4964,438,87,2024-01-11,Brno Warehouse,82,4876,399832,Pending
4965,356,43,2024-11-07,Brno Warehouse,31,2247,69657,Paid
4966,30,73,2024-10-27,Ceske Budejovice Warehouse,37,2517,93129,Paid
4967,45,3,2025-07-17,Hradec Kralove Warehouse,133,1716,228228,Paid
4968,275,72,2025-09-25,Prague Warehouse,115,1135,130525,Paid
4969,471,38,2023-03-03,Prague Warehouse,121,819,99099,Paid
4970,34,68,2023-05-14,Hradec Kralove Warehouse,132,4782,631224,Paid
4971,141,76,2025-08-31,Brno Warehouse,118,1073,126614,Paid
4972,427,44,2023-08-20,Brno Warehouse,154,1946,299684,Overdue
4973,318,95,2024-12-20,Prague Warehouse,152,1471,223592,Paid
4974,374,89,2025-09-07,Brno Warehouse,167,1566,261522,Paid
4975,221,80,2025-08-02,Olomouc Warehouse,184,790,145360,Paid
4976,356,63,2023-12-16,Ostrava Warehouse,182,187,34034,Overdue
4977,22,42,2024-08-01,Ostrava Warehouse,38,2612,99256,Paid
4978,180,64,2024-12-14,Ceske Budejovice Warehouse,110,3948,434280,Overdue
4979,436,54,2023-09-18,Prague Warehouse,182,593,107926,Pending
4980,367,78,2025-11-06,Prague Warehouse,147,1345,197715,Paid
4981,420,77,2023-07-30,Pardubice Warehouse,26,1241,32266,Pending
4982,329,71,2025-04-10,Liberec Warehouse,127,4331,550037,Paid
4983,231,76,2023-08-08,Brno Warehouse,52,1077,56004,Paid
4984,499,37,2024-10-29,Brno Warehouse,118,2334,275412,Pending
4985,403,4,2023-05-26,Brno Warehouse,61,641,39101,Pending
4986,38,2,2024-09-10,Plzen Warehouse,195,1502,292890,Pending
4987,70,99,2025-12-27,Prague Warehouse,150,910,136500,Pending
